num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/episode_return_max,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_mean,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/num_episodes_lifetime,env_runners/episode_len_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/agent_steps/human,env_runners/agent_steps/ai,learners/ai/module_train_batch_size_mean,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/weights_seq_no,learners/ai/curr_entropy_coeff,learners/ai/vf_loss,learners/ai/num_non_trainable_parameters,learners/ai/default_optimizer_learning_rate,learners/ai/vf_explained_var,learners/ai/entropy,learners/ai/mean_kl_loss,learners/ai/curr_kl_coeff,learners/ai/num_module_steps_trained_lifetime,learners/ai/num_module_steps_trained,learners/ai/num_trainable_parameters,learners/ai/total_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/policy_loss,learners/ai/vf_loss_unclipped,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_timer,learners/human/curr_entropy_coeff
1,4000,False,1,457f8_00000,2025-06-01_23-59-28,1748811568,4.330093622207642,4.330093622207642,42756,Cerebro,127.0.0.1,4.330093622207642,1,4.320864899957087,2.1099986042827368e-05,4.320646999985911,1.105357299966272,3.2066675999667495,0.006669400027021766,-1328.0000000000002,80.0,291.9999999999992,80,4000,4000,-401.33333333333377,48,0.08423475416808894,48,80,4,0,0,16.66,67.7,0.0,0.0,4000,4000,-200.66666666666688,-200.66666666666688,-200.66666666666688,-200.66666666666688,4000,4000,4000,4000,4000,4000,80.0,80.0,4052,0.0,1.0,0.2,8.909112930297852,0,0.0005,-0.0053604841232299805,1.607379674911499,0.0009907387429848313,0.10000000149011612,4052,4052,145926,0.40246787667274475,0.11770274490118027,-0.1671655923128128,5916.4580078125,0,4052,145926,4052,4000,4000,0.1670672000036575,0.2
1,8000,False,2,457f8_00000,2025-06-01_23-59-32,1748811572,4.445758104324341,8.775851726531982,42756,Cerebro,127.0.0.1,8.775851726531982,2,4.3220035989576715,2.1072986419312654e-05,4.321784070986323,1.1026355469669213,3.2105159199668556,0.006675200026948005,-1328.0000000000002,80.0,332.0000000000003,80,4000,8000,-353.0000000000003,52,0.07133960500359535,100,80,4,0,0,21.71666666666667,67.74999999999999,0.0,0.0,8000,8000,-176.50000000000014,-176.50000000000014,-176.50000000000014,-176.50000000000014,8000,8000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,2.0,0.2,9.164361953735352,0.0,0.0005,0.003596186637878418,1.6068110466003418,0.0005119087873026729,0.05000000074505806,8104,4052,145926.0,0.5951264500617981,0.150201216340065,1.3709068298339844e-06,4451.94677734375,0.0,8104,145926.0,4052,4000,8000,0.16708234075365472,0.2
1,12000,False,3,457f8_00000,2025-06-01_23-59-36,1748811576,4.255509853363037,13.03136157989502,42756,Cerebro,127.0.0.1,13.03136157989502,3,4.321231755968259,2.0974256825866176e-05,4.321011552276299,1.1007773284971945,3.2115893027668463,0.006683395026344806,-1148.0000000000005,80.0,332.0000000000003,80,4000,12000,-270.00000000000034,48,0.06325377500324976,148,80,4,0,0,26.5,67.76,0.0,0.0,12000,12000,-135.00000000000017,-135.00000000000017,-135.00000000000017,-135.00000000000017,12000,12000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,3.0,0.2,8.92890739440918,0.0,0.0005,0.003057420253753662,1.606119990348816,0.0006418420234695077,0.02500000037252903,12156,4052,145926.0,0.6639158725738525,0.13639597594738007,0.09221699833869934,5382.09228515625,0.0,12156,145926.0,4052,4000,12000,0.16710019015865482,0.2
1,16000,False,4,457f8_00000,2025-06-01_23-59-41,1748811581,4.208570957183838,17.239932537078857,42756,Cerebro,127.0.0.1,17.239932537078857,4,4.320000330408713,2.0880514558812138e-05,4.319779446753848,1.0977966622124569,3.2133361607391566,0.0066806910766186185,-948.0000000000009,80.0,331.9999999999992,80,4000,16000,-250.20000000000036,52,0.06344965200463776,200,80,4,0,0,19.9,67.74,0.0,0.0,16000,16000,-125.10000000000018,-125.10000000000018,-125.10000000000018,-125.10000000000018,16000,16000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,4.0,0.2,8.82962703704834,0.0,0.0005,0.0023431777954101562,1.6059048175811768,0.0006445290055125952,0.012500000186264515,16208,4052,145926.0,0.4657370150089264,0.15676496922969818,-0.0960608646273613,4885.314453125,0.0,16208,145926.0,4052,4000,16000,0.167117423721482,0.2
1,20000,False,5,457f8_00000,2025-06-01_23-59-45,1748811585,4.6231467723846436,21.8630793094635,42756,Cerebro,127.0.0.1,21.8630793094635,5,4.322918509104981,2.0825708839626167e-05,4.32269608428605,1.0957270425900016,3.2183221751316657,0.00667580616529296,-928.0000000000006,80.0,331.99999999999943,80,4000,20000,-271.4000000000004,48,0.06292717800359242,248,80,4,0,0,27.24285714285714,67.75714285714285,0.0,0.0,20000,20000,-135.7000000000002,-135.7000000000002,-135.7000000000002,-135.7000000000002,20000,20000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,5.0,0.2,9.249114036560059,0.0,0.0005,0.00410771369934082,1.60614013671875,0.0004711880173999816,0.0062500000931322575,20260,4052,145926.0,0.37634626030921936,0.18065832555294037,-0.22734300792217255,3867.623046875,0.0,20260,145926.0,4052,4000,20000,0.16715189669403777,0.2
1,24000,False,6,457f8_00000,2025-06-01_23-59-50,1748811590,4.57646107673645,26.43954038619995,42756,Cerebro,127.0.0.1,26.43954038619995,6,4.325350909013692,2.0735451485586903e-05,4.3251273964427615,1.0944316631640978,3.2220420053805614,0.006671544103376742,-1187.9999999999995,80.0,331.99999999999943,80,4000,24000,-255.20000000000036,52,0.06922567199566401,300,80,4,0,0,30.24,68.2,0.0,0.0,24000,24000,-127.60000000000018,-127.60000000000018,-127.60000000000018,-127.60000000000018,24000,24000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,6.0,0.2,8.840723037719727,0.0,0.0005,0.0028657913208007812,1.6054331064224243,0.0006365997833199799,0.0031250000465661287,24312,4052,145926.0,0.43502283096313477,0.2426403909921646,-0.1279667615890503,3584.3974609375,0.0,24312,145926.0,4052,4000,24000,0.16718574666476776,0.2
1,28000,False,7,457f8_00000,2025-06-01_23-59-54,1748811594,4.446854829788208,30.88639521598816,42756,Cerebro,127.0.0.1,30.88639521598816,7,4.326461043923814,2.064209725670667e-05,4.326237275478252,1.0924822985320866,3.2251077863267366,0.006662866661894717,-1187.9999999999995,80.0,312.00000000000006,80,4000,28000,-238.60000000000028,48,0.06911948999681045,348,80,4,0,0,22.566666666666666,68.21666666666667,0.0,0.0,28000,28000,-119.30000000000014,-119.30000000000014,-119.30000000000014,-119.30000000000014,28000,28000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,7.0,0.2,8.319587707519531,0.0,0.0005,0.0058609843254089355,1.6074246168136597,0.0005587459891103208,0.0015625000232830644,28364,4052,145926.0,0.5152081847190857,0.19114825129508972,0.0047326283529400826,4169.57177734375,0.0,28364,145926.0,4052,4000,28000,0.16723646852641316,0.2
1,32000,False,8,457f8_00000,2025-06-01_23-59-59,1748811599,4.344275951385498,35.23067116737366,42756,Cerebro,127.0.0.1,35.23067116737366,8,4.326543635485017,2.055267601088211e-05,4.326319086723048,1.0907539135468374,3.2269056944635945,0.006667986995038119,-1088.0000000000002,80.0,312.00000000000006,80,4000,32000,-310.2000000000004,52,0.06729313300282229,400,80,4,0,0,21.68,68.16000000000001,0.0,0.0,32000,32000,-155.1000000000002,-155.1000000000002,-155.1000000000002,-155.1000000000002,32000,32000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,8.0,0.2,9.002991676330566,0.0,0.0005,-0.0033593177795410156,1.6075950860977173,0.0006575890001840889,0.0007812500116415322,32416,4052,145926.0,0.44453346729278564,0.11399651318788528,-0.1342477947473526,4642.01220703125,0.0,32416,145926.0,4052,4000,32000,0.16728607036615598,0.2
1,36000,False,9,457f8_00000,2025-06-02_00-00-03,1748811603,4.391602516174316,39.622273683547974,42756,Cerebro,127.0.0.1,39.622273683547974,9,4.327077813130185,2.046914901558826e-05,4.326851991855823,1.089325718411361,3.2288599075190336,0.006664557125327088,-1008.0000000000007,80.0,292.00000000000006,80,4000,36000,-299.00000000000034,48,0.06883941700565628,448,80,4,0,0,25.46,68.56,0.0,0.0,36000,36000,-149.50000000000017,-149.50000000000017,-149.50000000000017,-149.50000000000017,36000,36000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,9.0,0.2,8.806708335876465,0.0,0.0005,-0.006731986999511719,1.6056733131408691,0.0006104462081566453,0.0003906250058207661,36468,4052,145926.0,0.7966302037239075,0.2035508155822754,0.23709358274936676,5879.0126953125,0.0,36468,145926.0,4052,4000,36000,0.16733495894225062,0.2
1,40000,False,10,457f8_00000,2025-06-02_00-00-08,1748811608,4.36450719833374,43.986780881881714,42756,Cerebro,127.0.0.1,43.986780881881714,10,4.327345303998428,2.0381457252174882e-05,4.327118979937324,1.0878843192274952,3.230565195443513,0.006662873553961417,-908.0000000000015,80.0,351.9999999999991,80,4000,40000,-225.4000000000003,52,0.06919393100659363,500,80,4,0,0,24.41666666666667,68.8,0.0,0.0,40000,40000,-112.70000000000014,-112.70000000000014,-112.70000000000014,-112.70000000000014,40000,40000,4000,4000,4000,4000,80.0,80.0,4052.0,0.0,10.0,0.2,9.382911682128906,0.0,0.0005,-0.005560040473937988,1.6060612201690674,0.0005702050402760506,0.00019531250291038305,40520,4052,145926.0,0.6456008553504944,0.18190792202949524,0.028521843254566193,5284.48486328125,0.0,40520,145926.0,4052,4000,40000,0.16738546295978696,0.2
