num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/ai/num_module_steps_trained_lifetime,learners/ai/policy_loss,learners/ai/vf_loss,learners/ai/num_non_trainable_parameters,learners/ai/num_module_steps_trained,learners/ai/module_train_batch_size_mean,learners/ai/num_trainable_parameters,learners/ai/entropy,learners/ai/vf_loss_unclipped,learners/ai/curr_kl_coeff,learners/ai/curr_entropy_coeff,learners/ai/mean_kl_loss,learners/ai/total_loss,learners/ai/default_optimizer_learning_rate,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/gradients_default_optimizer_global_norm,learners/ai/weights_seq_no,learners/ai/vf_explained_var,learners/human/curr_entropy_coeff
1,4000,False,1,ae2e0_00000,2025-06-02_00-52-31,1748814751,4.7380945682525635,4.7380945682525635,51052,Cerebro,127.0.0.1,4.7380945682525635,1,4.726659800042398,1.7400016076862812e-05,4.726434300013352,1.088137699989602,3.627823399961926,0.008304700022563338,48,0.08191460208642336,291.99999999999966,48,80,80.0,80,4000,-1167.9999999999993,-320.50000000000034,4000,4,0,0,25.816666666666663,70.21666666666667,0.0,0.0,80.0,80.0,4000,4000,4000,4000,4000,4000,4000,4000,-160.25000000000017,-160.25000000000017,-160.25000000000017,-160.25000000000017,145926,0.16371789999539033,4000,4000,4052,0,4052,4052,-0.10859332233667374,9.108266830444336,0,4052,4052,145926,1.6080576181411743,4831.83154296875,0.10000000149011612,0.2,0.0005612450768239796,0.4807339906692505,0.0005,0.0,0.2373684048652649,1.0,0.005383193492889404,0.2
1,8000,False,2,ae2e0_00000,2025-06-02_00-52-36,1748814756,5.03524923324585,9.773343801498413,51052,Cerebro,127.0.0.1,9.773343801498413,2,4.729604381041717,1.7425015685148537e-05,4.729377249013632,1.0862047409894875,3.632668505962356,0.00833111602230929,52,0.07410798100405373,331.9999999999998,100,80,80.0,80,4000,-1847.9999999999975,-327.80000000000035,8000,4,0,0,31.866666666666664,70.7,0.0,0.0,80.0,80.0,8000,8000,4000,4000,8000,8000,4000,4000,-163.90000000000018,-163.90000000000018,-163.90000000000018,-163.90000000000018,145926.0,0.16373428315538913,8000,4000,8104,0.0,4052,8104,0.044384319335222244,9.84941577911377,0.0,4052,4052.0,145926.0,1.6074401140213013,12107.05078125,0.05000000074505806,0.2,0.0007291844231076539,0.7079106569290161,0.0005,0.0,0.13582906126976013,2.0,-0.0017069578170776367,0.2
1,12000,False,3,ae2e0_00000,2025-06-02_00-52-40,1748814760,4.448604583740234,14.221948385238647,51052,Cerebro,127.0.0.1,14.221948385238647,3,4.726704504231241,1.7417765635764223e-05,4.726476361523475,1.0850165515799075,3.6309801439025495,0.008307435862126296,48,0.06883610700140708,391.999999999999,148,80,80.0,80,4000,-1847.9999999999975,-333.4000000000004,12000,4,0,0,31.74,71.34,0.0,0.0,80.0,80.0,12000,12000,4000,4000,12000,12000,4000,4000,-166.7000000000002,-166.7000000000002,-166.7000000000002,-166.7000000000002,145926.0,0.16375150938218505,12000,4000,12156,0.0,4052,12156,-0.04680213704705238,9.018041610717773,0.0,4052,4052.0,145926.0,1.6071664094924927,6672.19580078125,0.02500000037252903,0.2,0.00048694488941691816,0.5335930585861206,0.0005,0.0,0.11118226498365402,3.0,-0.0045909881591796875,0.2
1,16000,False,4,ae2e0_00000,2025-06-02_00-52-44,1748814764,4.131450414657593,18.35339879989624,51052,Cerebro,127.0.0.1,18.35339879989624,4,4.720655843189169,1.7389587926969396e-05,4.720426589908263,1.0826942500641699,3.627264580463398,0.008292339503656957,52,0.0666751480003586,1583.4000000000003,200,61,79.81,80,4000,-1167.9999999999998,-323.2860000000004,16000,4,0,0,17.183333333333334,71.3,0.0,0.0,79.81,79.81,16000,16000,4000,4000,16000,16000,4000,4000,-161.6430000000002,-161.6430000000002,-161.6430000000002,-161.6430000000002,145926.0,0.1637687320061298,16000,4000,16209,0.0,4053,16209,0.08332493901252747,8.611623764038086,0.0,4053,4052.0001,145926.0,1.6070657968521118,7203.5517578125,0.012500000186264515,0.2,0.0004443001525942236,0.6230851411819458,0.0005,0.0,0.10564395040273666,4.0,-0.0060384273529052734,0.2
1,20000,False,5,ae2e0_00000,2025-06-02_00-52-49,1748814769,4.511708498001099,22.86510729789734,51052,Cerebro,127.0.0.1,22.86510729789734,5,4.718470143757201,1.7485691775306475e-05,4.7182391420091845,1.0814694855634417,3.6263177086585574,0.00827491710911974,48,0.06646458900358994,1734.4,248,61,79.62,80,4000,-1048.0000000000005,-252.9720000000004,20000,4,0,0,27.716666666666672,71.18333333333334,0.0,0.0,79.62,79.62,20000,20000,4000,4000,20000,20000,4000,4000,-126.4860000000002,-126.4860000000002,-126.4860000000002,-126.4860000000002,145926.0,0.1637857535066563,20000,4000,20261,0.0,4052,20261,0.07501774281263351,8.860363006591797,0.0,4052,4052.000198,145926.0,1.6069741249084473,6243.89404296875,0.0062500000931322575,0.2,0.000563467328902334,0.6396661996841431,0.0005,0.0,0.156167134642601,5.0,0.0005510449409484863,0.2
1,24000,False,6,ae2e0_00000,2025-06-02_00-52-53,1748814773,4.337411642074585,27.202518939971924,51052,Cerebro,127.0.0.1,27.202518939971924,6,4.714567896319483,1.7445835303433406e-05,4.714336395589094,1.0811964187080172,3.6227058555717155,0.008256410937680014,52,0.06904071300057694,1734.4,300,65,79.81,80,4000,-1048.0,-282.28600000000034,24000,4,0,0,17.349999999999998,71.11666666666667,0.0,0.0,79.81,79.81,24000,24000,4000,4000,24000,24000,4000,4000,-141.14300000000017,-141.14300000000017,-141.14300000000017,-141.14300000000017,145926.0,0.163802598793974,24000,4000,24315,0.0,4054,24315,-0.008038979023694992,9.113113403320312,0.0,4054,4052.00049403,145926.0,1.606977105140686,4658.0322265625,0.0031250000465661287,0.2,0.000791420170571655,0.5818818807601929,0.0005,0.0,0.09169817715883255,6.0,-0.002664923667907715,0.2
1,28000,False,7,ae2e0_00000,2025-06-02_00-52-58,1748814778,4.429074287414551,31.631593227386475,51052,Cerebro,127.0.0.1,31.631593227386475,7,4.711628076355919,1.7396376738057523e-05,4.711395972633315,1.0791253765210798,3.6218451090159673,0.008244188828411428,48,0.06615511399751994,271.9999999999999,348,80,80.0,80,4000,-1367.9999999999982,-338.6000000000003,28000,4,0,0,27.6,71.12,0.0,0.0,80.0,80.0,28000,28000,4000,4000,28000,28000,4000,4000,-169.30000000000015,-169.30000000000015,-169.30000000000015,-169.30000000000015,145926.0,0.1638187398301961,28000,4000,28367,0.0,4052,28367,0.2642737627029419,9.135200500488281,0.0,4052,4052.0007841195998,145926.0,1.6065144538879395,10419.134765625,0.0015625000232830644,0.2,0.000547881587408483,0.8564926981925964,0.0005,0.0,0.16445018351078033,7.0,-0.0014144182205200195,0.2
1,32000,False,8,ae2e0_00000,2025-06-02_00-53-02,1748814782,4.263073444366455,35.89466667175293,51052,Cerebro,127.0.0.1,35.89466667175293,8,4.707061166592274,1.7370412933468748e-05,4.70682827790711,1.0784473927563072,3.6179626879258135,0.008231322940223591,52,0.0634270249970723,271.9999999999999,400,80,80.0,80,4000,-1367.9999999999982,-302.80000000000024,32000,4,0,0,19.94,71.03999999999999,0.0,0.0,80.0,80.0,32000,32000,4000,4000,32000,32000,4000,4000,-151.40000000000012,-151.40000000000012,-151.40000000000012,-151.40000000000012,145926.0,0.16383415733581325,32000,4000,32421,0.0,4054,32421,0.08330822736024857,9.161870002746582,0.0,4054,4052.001268358005,145926.0,1.6062486171722412,5846.216796875,0.0007812500116415322,0.2,0.0005242829211056232,0.678246259689331,0.0005,0.0,0.10183525830507278,8.0,0.0015624165534973145,0.2
1,36000,False,9,ae2e0_00000,2025-06-02_00-53-06,1748814786,4.435286045074463,40.32995271682739,51052,Cerebro,127.0.0.1,40.32995271682739,9,4.704243475926357,1.731470853849106e-05,4.704009929128002,1.0760284818287145,3.6175683140461863,0.008220985710565964,48,0.06212423199787736,311.9999999999998,448,80,80.0,80,4000,-1128.0000000000011,-299.2000000000004,36000,4,0,0,26.45,70.93333333333334,0.0,0.0,80.0,80.0,36000,36000,4000,4000,36000,36000,4000,4000,-149.6000000000002,-149.6000000000002,-149.6000000000002,-149.6000000000002,145926.0,0.16384889302733832,36000,4000,36473,0.0,4052,36473,-0.1036342903971672,9.202058792114258,0.0,4052,4052.0017428332294,145926.0,1.6064133644104004,5633.10400390625,0.0003906250058207661,0.2,0.0005960403359495103,0.4952894151210785,0.0005,0.0,0.22179542481899261,9.0,-0.0023322105407714844,0.2
1,40000,False,10,ae2e0_00000,2025-06-02_00-53-11,1748814791,4.30988621711731,44.6398389339447,51052,Cerebro,127.0.0.1,44.6398389339447,10,4.70018359516743,1.7294561453970417e-05,4.699949222836855,1.0759428550101982,3.613596751905974,0.008214551853618234,52,0.06452799300139304,311.9999999999998,500,80,80.0,80,4000,-1367.9999999999993,-340.2000000000003,40000,4,0,0,19.740000000000002,70.9,0.0,0.0,80.0,80.0,40000,40000,4000,4000,40000,40000,4000,4000,-170.10000000000014,-170.10000000000014,-170.10000000000014,-170.10000000000014,145926.0,0.16386431087929954,40000,4000,40527,0.0,4054,40527,-0.19453483819961548,9.179224014282227,0.0,4054,4052.002407692114,145926.0,1.6057599782943726,4609.5498046875,0.00019531250291038305,0.2,0.0004798497539013624,0.4022357165813446,0.0005,0.0,0.11191204190254211,10.0,0.003012716770172119,0.2
